title,id,categories,version,total_versions,date,delta_time,is_pdf,grobid,pages,delta_pages,tokens_cnt,delta_tokens_cnt,token_density,words_cnt,removed_words_cnt,added_words_cnt,relative_added_words,relative_removed_words,ref_cnt,delta_ref_cnt,authors_cnt,delta_authors_cnt,figures_cnt,delta_figures_cnt,figures_density,title_changed,abstract_changed
EUROPEAN ORGANIZATION FOR NUCLEAR RESEARCH (CERN),1307.5024,hep-ex hep-ph,1,2,2013-07-18 17:46:55+00:00,,True,True,12.0,,3191.0,,265.9166666666667,896.0,,,,,40.0,,649.0,,6.0,,0.5,,
EUROPEAN ORGANIZATION FOR NUCLEAR RESEARCH (CERN),1307.5024,hep-ex hep-ph,2,2,2013-09-10 17:48:16+00:00,54 days 00:01:21,True,True,12.0,0.0,3310.0,119.0,275.8333333333333,911.0,5.0,18.0,0.0208333333333333,0.0066889632107023,40.0,0.0,651.0,2.0,4.0,-2.0,0.3333333333333333,False,True
EVIDENCE THAT GAMMA-RAY BURST 130702A EXPLODED IN A DWARF SATELLITE OF A MASSIVE GALAXY,1307.5103,astro-ph.CO,1,2,2013-07-19 00:17:49+00:00,,True,True,5.0,,3141.0,,628.2,923.0,,,,,46.0,,5.0,,3.0,,0.6,,
EVIDENCE THAT GAMMA-RAY BURST 130702A EXPLODED IN A DWARF SATELLITE OF A MASSIVE GALAXY,1307.5103,astro-ph.CO,2,2,2013-11-04 03:22:45+00:00,108 days 03:04:56,True,True,6.0,1.0,3390.0,249.0,565.0,985.0,19.0,81.0,0.0831643002028397,0.0216450216450216,46.0,0.0,5.0,0.0,3.0,0.0,0.5,False,False
Measurement-Based Quantum Computation with Two-Body Qubits via Adiabatic Evolution,1307.5140,quant-ph,1,3,2013-07-19 07:09:19+00:00,,True,True,5.0,,2848.0,,569.6,698.0,,,,,35.0,,3.0,,4.0,,0.8,,
Measurement-Based Quantum Computation with Two-Body Qubits via Adiabatic Evolution,1307.5140,quant-ph,2,3,2013-12-03 14:39:38+00:00,137 days 07:30:19,True,True,7.0,2.0,3441.0,593.0,491.57142857142856,765.0,70.0,131.0,0.1723237597911227,0.1015736766809728,40.0,5.0,3.0,0.0,5.0,1.0,0.7142857142857143,False,True
Measurement-Based Quantum Computation on Two-Body Interacting Qubits with Adiabatic Evolution,1307.5140,quant-ph,3,3,2014-10-29 06:46:45+00:00,329 days 16:07:07,True,True,7.0,0.0,3603.0,162.0,514.7142857142857,799.0,26.0,55.0,0.07,0.0352480417754569,40.0,0.0,3.0,0.0,5.0,0.0,0.7142857142857143,True,True
Space charge effect of the time-dependent ultrafast laser excited electron emission from a metal surface,1307.5596,physics.plasm-ph quant-ph,1,3,2013-07-22 06:14:59+00:00,,True,True,9.0,,2134.0,,237.11111111111111,559.0,,,,,21.0,,2.0,,5.0,,0.5555555555555556,,
Transition from ultrafast laser photo-electron emission to space charge limited current in a 1D gap,1307.5596,physics.plasm-ph quant-ph,2,3,2014-01-28 13:32:48+00:00,190 days 07:17:49,True,True,12.0,3.0,3691.0,1557.0,307.5833333333333,852.0,42.0,300.0,0.3528722157092614,0.0767857142857142,38.0,17.0,2.0,0.0,3.0,-2.0,0.25,True,False
Transition from ultrafast laser photo-electron emission to space-charge-limited current in a 1D gap,1307.5596,physics.plasm-ph quant-ph,3,3,2014-08-21 14:32:48+00:00,205 days 01:00:00,True,True,12.0,0.0,3862.0,171.0,321.8333333333333,924.0,14.0,77.0,0.0843243243243243,0.0175849941383352,39.0,1.0,2.0,0.0,3.0,0.0,0.25,True,False
Under consideration for publication in J. Fluid Mech,1307.6252,physics.flu-dyn,1,2,2013-07-23 21:48:23+00:00,,True,True,17.0,,5487.0,,322.7647058823529,1117.0,,,,,22.0,,7.0,,13.0,,0.7647058823529411,,
Under consideration for publication in J. Fluid Mech,1307.6252,physics.flu-dyn,2,2,2016-01-26 05:52:09+00:00,916 days 08:03:46,True,True,17.0,0.0,5920.0,433.0,348.2352941176471,1239.0,152.0,269.0,0.2177419354838709,0.1368515205724508,24.0,2.0,7.0,0.0,11.0,-2.0,0.6470588235294118,False,False
Beginning and end times of dyadic relationships control disease spreading in empirical contact data,1307.6436,q-bio.PE cs.SI physics.soc-ph,1,2,2013-07-24 14:43:49+00:00,,True,True,7.0,,4637.0,,662.4285714285714,1142.0,,,,,46.0,,1.0,,4.0,,0.5714285714285714,,
Birth and death of links control disease spreading in empirical contact networks,1307.6436,q-bio.PE cs.SI physics.soc-ph,2,2,2014-05-24 01:17:39+00:00,303 days 10:33:50,True,True,26.0,19.0,5061.0,424.0,194.65384615384616,1200.0,87.0,146.0,0.1223980016652789,0.0769903762029746,44.0,-2.0,2.0,1.0,9.0,5.0,0.3461538461538461,True,False
Under consideration for publication in J. Fluid Mech,1307.6934,physics.flu-dyn physics.class-ph,1,2,2013-07-26 06:43:49+00:00,,True,True,14.0,,4070.0,,290.7142857142857,982.0,,,,,14.0,,3.0,,3.0,,0.2142857142857142,,
Under consideration for publication in J. Fluid Mech,1307.6934,physics.flu-dyn physics.class-ph,2,2,2014-05-07 08:47:10+00:00,285 days 02:03:21,True,True,16.0,2.0,4892.0,822.0,305.75,1072.0,52.0,123.0,0.1155638397017707,0.0539165818921668,18.0,4.0,3.0,0.0,3.0,0.0,0.1875,False,False
Numerical modeling of the wind flow over a transverse dune,1307.6978,cond-mat.soft physics.geo-ph,1,2,2013-07-26 10:05:28+00:00,,True,True,11.0,,7129.0,,648.0909090909091,1334.0,,,,,46.0,,5.0,,8.0,,0.7272727272727273,,
Numerical modeling of the wind flow over a transverse dune,1307.6978,cond-mat.soft physics.geo-ph,2,2,2013-09-30 07:48:05+00:00,65 days 21:42:37,True,True,11.0,0.0,7172.0,43.0,652.0,1352.0,2.0,18.0,0.0140428677014042,0.0022471910112359,48.0,2.0,5.0,0.0,8.0,0.0,0.7272727272727273,False,True
"UNIFORM ANDERSON LOCALIZATION, UNIMODAL EIGENSTATES AND SIMPLE SPECTRA IN A CLASS OF ""HAARSH"" DETERMINISTIC POTENTIALS",1307.7047,math-ph math.MP,1,4,2013-07-26 14:35:09+00:00,,True,True,30.0,,8344.0,,278.1333333333333,1337.0,,,,,29.0,,1.0,,15.0,,0.5,,
"UNIFORM ANDERSON LOCALIZATION, UNIMODAL EIGENSTATES AND SIMPLE SPECTRA IN A CLASS OF ""HAARSH"" DETERMINISTIC POTENTIALS",1307.7047,math-ph math.MP,2,4,2013-11-23 17:52:13+00:00,120 days 03:17:04,True,True,33.0,3.0,8674.0,330.0,262.8484848484849,1374.0,18.0,35.0,0.0261818181818181,0.0142002989536621,33.0,4.0,1.0,0.0,17.0,2.0,0.5151515151515151,False,False
"UNIFORM ANDERSON LOCALIZATION, UNIMODAL EIGENSTATES AND SIMPLE SPECTRA IN A CLASS OF ""HAARSH"" DETERMINISTIC POTENTIALS",1307.7047,math-ph math.MP,3,4,2014-01-14 19:49:12+00:00,52 days 01:56:59,True,True,33.0,0.0,8773.0,99.0,265.8484848484849,1357.0,95.0,82.0,0.0611192930780559,0.0698181818181818,34.0,1.0,1.0,0.0,18.0,1.0,0.5454545454545454,False,False
"UNIFORM ANDERSON LOCALIZATION, UNIMODAL EIGENSTATES AND SIMPLE SPECTRA IN A CLASS OF ""HAARSH"" DETERMINISTIC POTENTIALS",1307.7047,math-ph math.MP,4,4,2014-02-15 10:40:16+00:00,31 days 14:51:04,True,True,33.0,0.0,8856.0,83.0,268.3636363636364,1361.0,75.0,68.0,0.0506607929515418,0.0559646539027982,34.0,0.0,1.0,0.0,26.0,8.0,0.7878787878787878,False,False
The OscSNS White Paper,1307.7097,physics.ins-det hep-ex hep-ph nucl-ex,1,3,2013-07-26 16:58:20+00:00,,True,True,81.0,,13953.0,,172.25925925925927,1947.0,,,,,30.0,,28.0,,58.0,,0.7160493827160493,,
The OscSNS White Paper,1307.7097,physics.ins-det hep-ex hep-ph nucl-ex,2,3,2013-09-06 21:28:25+00:00,42 days 04:30:05,True,True,80.0,-1.0,14050.0,97.0,175.625,1962.0,3.0,16.0,0.0086602139582272,0.002053388090349,30.0,0.0,28.0,0.0,56.0,-2.0,0.7,False,
The OscSNS White Paper,1307.7097,physics.ins-det hep-ex hep-ph nucl-ex,3,3,2013-10-07 17:44:50+00:00,30 days 20:16:25,True,True,80.0,0.0,14050.0,0.0,175.625,1962.0,0.0,0.0,0.0005094243504839,0.0005094243504839,30.0,0.0,28.0,0.0,56.0,0.0,0.7,False,
Expectations for extreme-mass-ratio bursts from the Galactic Centre,1307.7276,astro-ph.HE gr-qc,1,3,2013-07-27 16:28:42+00:00,,True,True,22.0,,12187.0,,553.9545454545455,2201.0,,,,,117.0,,2.0,,8.0,,0.3636363636363636,,
Expectations for extreme-mass-ratio bursts from the Galactic Centre,1307.7276,astro-ph.HE gr-qc,2,3,2013-08-14 11:38:55+00:00,,False,False,,,,,,,,,,,,,,,,,,,
Expectations for extreme-mass-ratio bursts from the Galactic Centre,1307.7276,astro-ph.HE gr-qc,3,3,2013-09-13 10:43:46+00:00,,True,True,22.0,,12022.0,,546.4545454545455,2204.0,,,,,115.0,,2.0,,6.0,,0.2727272727272727,,
Two-orbital physics of high spin fermionic alkaline earth atoms confined in a one-dimensional chain,1307.7558,cond-mat.quant-gas,1,2,2013-07-29 12:43:16+00:00,,True,True,9.0,,5511.0,,612.3333333333334,1134.0,,,,,67.0,,1.0,,3.0,,0.3333333333333333,,
Two-orbital physics of high spin fermionic alkaline-earth atoms confined in a one-dimensional chain,1307.7558,cond-mat.quant-gas,2,2,2013-12-05 15:16:08+00:00,129 days 02:32:52,True,True,12.0,3.0,7795.0,2284.0,649.5833333333334,1362.0,32.0,244.0,0.1797505502567865,0.0290748898678414,79.0,12.0,1.0,0.0,6.0,3.0,0.5,True,False
NLO QCD corrections to Higgs boson production in association with a top quark pair and a jet,1307.8437,hep-ph,1,3,2013-07-31 19:39:49+00:00,,True,True,5.0,,2341.0,,468.2,797.0,,,,,52.0,,6.0,,5.0,,1.0,,
NLO QCD corrections to Higgs boson production in association with a top quark pair and a jet,1307.8437,hep-ph,2,3,2013-11-08 19:39:57+00:00,100 days 00:00:08,True,True,5.0,0.0,2360.0,19.0,472.0,788.0,11.0,2.0,0.0038022813688212,0.0150375939849624,53.0,1.0,6.0,0.0,6.0,1.0,1.2,False,True
NLO QCD corrections to Higgs boson production in association with a top quark pair and a jet,1307.8437,hep-ph,3,3,2014-11-18 20:47:56+00:00,375 days 01:07:59,True,True,5.0,0.0,2363.0,3.0,472.6,783.0,1.0,0.0,0.0012755102040816,0.0025348542458808,53.0,0.0,6.0,0.0,6.0,0.0,1.2,False,True
"Final results of Borexino Phase-I on low energy solar neutrino
  spectroscopy",1308.0443,hep-ex physics.ins-det,1,2,2013-08-02 09:13:11+00:00,,True,False,64.0,,,,,,,,,,,,,,,,,,
Final results of Borexino Phase-I on low-energy solar-neutrino spectroscopy,1308.0443,hep-ex physics.ins-det,2,2,2014-05-20 07:49:35+00:00,,True,True,70.0,,37279.0,,532.5571428571428,3169.0,,,,,114.0,,93.0,,84.0,,1.2,,
Sparse Inpainting and Isotropy,1308.0602,astro-ph.CO astro-ph.IM,1,3,2013-08-02 20:00:07+00:00,,True,True,12.0,,4428.0,,369.0,1095.0,,,,,26.0,,6.0,,4.0,,0.3333333333333333,,
Sparse Inpainting and Isotropy,1308.0602,astro-ph.CO astro-ph.IM,2,3,2013-10-22 19:55:27+00:00,80 days 23:55:20,True,True,12.0,0.0,4563.0,135.0,380.25,1123.0,2.0,32.0,0.0293594306049822,0.0027372262773722,26.0,0.0,6.0,0.0,5.0,1.0,0.4166666666666667,False,False
Sparse Inpainting and Isotropy,1308.0602,astro-ph.CO astro-ph.IM,3,3,2014-01-31 13:10:39+00:00,100 days 17:15:12,True,True,18.0,6.0,5030.0,467.0,279.44444444444446,1196.0,29.0,109.0,0.0918964076858813,0.0266903914590747,29.0,3.0,6.0,0.0,7.0,2.0,0.3888888888888889,False,False
Warm Dark Matter in B-L Inverse Seesaw,1308.0836,hep-ph astro-ph.CO,1,2,2013-08-04 18:48:40+00:00,,True,True,15.0,,6124.0,,408.26666666666665,1206.0,,,,,66.0,,3.0,,8.0,,0.5333333333333333,,
Warm Dark Matter in B-L Inverse Seesaw,1308.0836,hep-ph astro-ph.CO,2,2,2015-02-08 16:18:30+00:00,552 days 21:29:50,True,True,16.0,1.0,7370.0,1246.0,460.625,1386.0,51.0,221.0,0.160057678442682,0.0430820215410107,79.0,13.0,3.0,0.0,7.0,-1.0,0.4375,False,False
Effect of linkage on the equilibrium frequency of deleterious mutations,1308.0962,q-bio.PE cond-mat.stat-mech,1,4,2013-08-05 12:53:19+00:00,,True,True,30.0,,6979.0,,232.63333333333333,1169.0,,,,,51.0,,2.0,,3.0,,0.1,,
"Effect of drift, selection and recombination on the equilibrium frequency of deleterious mutations",1308.0962,q-bio.PE cond-mat.stat-mech,2,4,2014-10-23 15:09:24+00:00,444 days 02:16:05,True,True,32.0,2.0,6774.0,-205.0,211.6875,1233.0,226.0,268.0,0.2179902755267423,0.194017094017094,59.0,8.0,2.0,0.0,6.0,3.0,0.1875,True,False
Exploiting the adaptation dynamics to predict the distribution of beneficial fitness effects,1308.0962,q-bio.PE cond-mat.stat-mech,3,4,2015-02-17 11:35:29+00:00,116 days 20:26:05,True,True,23.0,-9.0,5290.0,-1484.0,230.0,877.0,649.0,389.0,0.4441913439635535,0.526742301458671,33.0,-26.0,2.0,0.0,6.0,0.0,0.2608695652173913,True,False
"Effect of drift, selection and recombination on the equilibrium frequency of deleterious mutations",1308.0962,q-bio.PE cond-mat.stat-mech,4,4,2015-02-24 06:38:45+00:00,6 days 19:03:16,True,True,32.0,9.0,6774.0,1484.0,211.6875,1234.0,389.0,650.0,0.5271255060728745,0.4441913439635535,59.0,26.0,2.0,0.0,6.0,0.0,0.1875,True,False
APPLICATIONS OF HOMOLOGICAL MIRROR SYMMETRY TO HYPERGEOMETRIC SYSTEMS: DUALITY CONJECTURES,1308.2238,math.AG hep-th,1,3,2013-08-09 20:24:49+00:00,,True,True,34.0,,7738.0,,227.58823529411765,1260.0,,,,,22.0,,2.0,,10.0,,0.2941176470588235,,
APPLICATIONS OF HOMOLOGICAL MIRROR SYMMETRY TO HYPERGEOMETRIC SYSTEMS: DUALITY CONJECTURES,1308.2238,math.AG hep-th,2,3,2013-08-13 22:18:24+00:00,4 days 01:53:35,True,True,34.0,0.0,7745.0,7.0,227.7941176470588,1259.0,1.0,0.0,0.0007936507936507,0.0015860428231562,22.0,0.0,2.0,0.0,10.0,0.0,0.2941176470588235,False,True
APPLICATIONS OF HOMOLOGICAL MIRROR SYMMETRY TO HYPERGEOMETRIC SYSTEMS: DUALITY CONJECTURES,1308.2238,math.AG hep-th,3,3,2013-08-26 05:44:26+00:00,12 days 07:26:02,True,True,34.0,0.0,7736.0,-9.0,227.52941176470588,1253.0,4.0,0.0,0.0007974481658692,0.0039682539682539,22.0,0.0,2.0,0.0,9.0,-1.0,0.2647058823529412,False,True
Investigation of ac-Stark shifts in excited states of dysprosium relevant to testing fundamental symmetries,1308.2391,physics.atom-ph,1,3,2013-08-11 13:09:11+00:00,,True,True,10.0,,4874.0,,487.4,1088.0,,,,,37.0,,3.0,,10.0,,1.0,,
Investigation of ac-Stark shifts in excited states of dysprosium relevant to testing fundamental symmetries,1308.2391,physics.atom-ph,2,3,2013-11-17 04:31:50+00:00,97 days 15:22:39,True,True,10.0,0.0,4885.0,11.0,488.5,1082.0,25.0,20.0,0.0193905817174515,0.0238751147842056,35.0,-2.0,3.0,0.0,12.0,2.0,1.2,False,False
Investigation of ac-Stark shifts in excited states of dysprosium relevant to testing fundamental symmetries,1308.2391,physics.atom-ph,3,3,2013-11-20 03:40:40+00:00,2 days 23:08:50,True,True,10.0,0.0,4884.0,-1.0,488.4,1081.0,1.0,0.0,0.0009242144177449,0.0018467220683287,35.0,0.0,3.0,0.0,12.0,0.0,1.2,False,True
Cylindrical wormholes with positive cosmological constant,1308.2651,gr-qc astro-ph.CO hep-ph hep-th,1,2,2013-08-12 19:13:22+00:00,,True,True,5.0,,2602.0,,520.4,787.0,,,,,29.0,,1.0,,2.0,,0.4,,
Cylindrical wormholes with positive cosmological constant,1308.2651,gr-qc astro-ph.CO hep-ph hep-th,2,2,2013-08-13 17:34:21+00:00,0 days 22:20:59,True,True,5.0,0.0,2602.0,0.0,520.4,787.0,0.0,0.0,0.0012690355329949,0.0012690355329949,29.0,0.0,1.0,0.0,2.0,0.0,0.4,False,True
Energy Controlled Edge Formation for Graphene Nano Ribbons,1308.2834,cond-mat.mes-hall,1,3,2013-08-13 12:10:06+00:00,,True,True,2.0,,907.0,,453.5,355.0,,,,,7.0,,3.0,,2.0,,1.0,,
Energy Controlled Edge Formation for Graphene Nano Ribbons,1308.2834,cond-mat.mes-hall,2,3,2013-08-22 07:13:40+00:00,8 days 19:03:34,True,True,2.0,0.0,908.0,1.0,454.0,355.0,0.0,0.0,0.0028089887640449,0.0028089887640449,7.0,0.0,3.0,0.0,2.0,0.0,1.0,False,True
Energy Controlled Edge Formation for Graphene Nano Ribbons,1308.2834,cond-mat.mes-hall,3,3,2013-09-11 10:04:11+00:00,20 days 02:50:31,True,True,2.0,0.0,908.0,0.0,454.0,355.0,0.0,0.0,0.0028089887640449,0.0028089887640449,7.0,0.0,3.0,0.0,2.0,0.0,1.0,False,True
Algebraic Bethe ansatz for the six vertex model with upper triangular K-matrices,1308.4446,math-ph math.MP nlin.SI,1,2,2013-08-20 22:52:34+00:00,,True,True,18.0,,2463.0,,136.83333333333334,643.0,,,,,36.0,,2.0,,1.0,,0.0555555555555555,,
Algebraic Bethe ansatz for the six vertex model with upper triangular K-matrices,1308.4446,math-ph math.MP nlin.SI,2,2,2013-10-25 13:30:55+00:00,65 days 14:38:21,True,True,19.0,1.0,2600.0,137.0,136.8421052631579,671.0,3.0,33.0,0.050595238095238,0.0062111801242236,37.0,1.0,2.0,0.0,1.0,0.0,0.0526315789473684,False,True
Searching for gravitational-wave transients with a qualitative signal model: seedless clustering strategies,1308.5292,astro-ph.IM gr-qc,1,2,2013-08-24 03:56:40+00:00,,True,True,8.0,,4212.0,,526.5,1074.0,,,,,29.0,,2.0,,7.0,,0.875,,
Searching for gravitational-wave transients with a qualitative signal model: seedless clustering strategies,1308.5292,astro-ph.IM gr-qc,2,2,2013-09-04 02:35:53+00:00,10 days 22:39:13,True,True,8.0,0.0,4211.0,-1.0,526.375,1073.0,1.0,0.0,0.0009310986964618,0.001860465116279,29.0,0.0,2.0,0.0,7.0,0.0,0.875,False,True
Symmetry energy of warm nuclear systems,1308.5527,nucl-th,1,2,2013-08-26 09:45:10+00:00,,True,True,12.0,,5991.0,,499.25,1133.0,,,,,56.0,,5.0,,10.0,,0.8333333333333334,,
Symmetry energy of warm nuclear systems,1308.5527,nucl-th,2,2,2013-10-03 08:19:58+00:00,37 days 22:34:48,True,True,12.0,0.0,5818.0,-173.0,484.8333333333333,1121.0,23.0,10.0,0.0098039215686274,0.0211640211640211,56.0,0.0,5.0,0.0,11.0,1.0,0.9166666666666666,False,True
Proximity effect in graphene-topological insulator heterostructures,1308.6287,cond-mat.mes-hall,1,3,2013-08-28 20:00:04+00:00,,True,True,5.0,,2918.0,,583.6,814.0,,,,,48.0,,3.0,,4.0,,0.8,,
Proximity effect in graphene-topological insulator heterostructures,1308.6287,cond-mat.mes-hall,2,3,2013-09-03 19:58:32+00:00,5 days 23:58:28,True,True,6.0,1.0,3005.0,87.0,500.8333333333333,855.0,24.0,50.0,0.0595794392523364,0.0306748466257668,51.0,3.0,3.0,0.0,4.0,0.0,0.6666666666666666,False,True
Proximity effect in graphene-topological insulator heterostructures,1308.6287,cond-mat.mes-hall,3,3,2014-03-17 19:40:53+00:00,194 days 23:42:21,True,True,6.0,0.0,7195.0,4190.0,1199.1666666666667,947.0,132.0,212.0,0.2246835443037974,0.1553738317757009,62.0,11.0,3.0,0.0,13.0,9.0,2.1666666666666665,False,False
Novel Six-Quark Hidden-Color Dibaryon States in QCD,1308.6404,hep-ph nucl-th,1,3,2013-08-29 08:52:39+00:00,,True,True,5.0,,2879.0,,575.8,916.0,,,,,62.0,,3.0,,0.0,,0.0,,
Novel Six-Quark Hidden-Color Dibaryon States in QCD,1308.6404,hep-ph nucl-th,2,3,2013-09-04 14:33:38+00:00,6 days 05:40:59,True,True,5.0,0.0,3120.0,241.0,624.0,984.0,17.0,82.0,0.0842639593908629,0.0196292257360959,77.0,15.0,3.0,0.0,0.0,0.0,0.0,False,True
Novel Six-Quark Hidden-Color Dibaryon States in QCD,1308.6404,hep-ph nucl-th,3,3,2013-10-18 13:43:01+00:00,43 days 23:09:23,True,True,5.0,0.0,3481.0,361.0,696.2,1066.0,2.0,79.0,0.0749765698219306,0.0030456852791878,86.0,9.0,3.0,0.0,0.0,0.0,0.0,False,True
"Entropy, Pressure and Duality for Gibbs plans in Ergodic Transport",1308.6514,math.DS cond-mat.stat-mech math-ph math.MP math.OC math.PR,1,3,2013-08-29 16:35:26+00:00,,True,True,31.0,,4828.0,,155.74193548387098,697.0,,,,,14.0,,4.0,,22.0,,0.7096774193548387,,
"Entropy, Pressure and Duality for Gibbs plans in Ergodic Transport",1308.6514,math.DS cond-mat.stat-mech math-ph math.MP math.OC math.PR,2,3,2013-09-19 16:29:48+00:00,20 days 23:54:22,True,True,31.0,0.0,4789.0,-39.0,154.48387096774192,690.0,21.0,8.0,0.0130246020260492,0.0315186246418338,14.0,0.0,4.0,0.0,20.0,-2.0,0.6451612903225806,False,True
"Entropy, Pressure and Duality for Gibbs plans in Ergodic Transport",1308.6514,math.DS cond-mat.stat-mech math-ph math.MP math.OC math.PR,3,3,2014-03-03 10:16:12+00:00,164 days 17:46:24,True,True,34.0,3.0,5505.0,716.0,161.91176470588235,781.0,13.0,102.0,0.1317135549872122,0.0202604920405209,14.0,0.0,4.0,0.0,22.0,2.0,0.6470588235294118,False,False
Partial Gauge Fixing and Equivariant Cohomology,1308.6802,hep-th hep-lat hep-ph math-ph math.MP,1,3,2013-08-30 17:16:15+00:00,,True,True,40.0,,10372.0,,259.3,1554.0,,,,,18.0,,1.0,,12.0,,0.3,,
Partial Gauge Fixing and Equivariant Cohomology,1308.6802,hep-th hep-lat hep-ph math-ph math.MP,2,3,2013-10-04 19:31:26+00:00,35 days 02:15:11,True,True,41.0,1.0,10682.0,310.0,260.5365853658537,1587.0,6.0,26.0,0.0170025188916876,0.0045016077170418,19.0,1.0,1.0,0.0,12.0,0.0,0.2926829268292683,False,False
Partial Gauge Fixing and Equivariant Cohomology,1308.6802,hep-th hep-lat hep-ph math-ph math.MP,3,3,2014-05-09 17:13:44+00:00,216 days 21:42:18,True,True,41.0,0.0,10712.0,30.0,261.2682926829268,1582.0,18.0,13.0,0.0088439671509791,0.0119647355163727,22.0,3.0,1.0,0.0,12.0,0.0,0.2926829268292683,False,True
MAGNETIC INHIBITION OF CONVECTION AND THE FUNDAMENTAL PROPERTIES OF LOW-MASS STARS. I. STARS WITH A RADIATIVE CORE,1309.0033,astro-ph.SR,1,2,2013-08-30 21:36:18+00:00,,True,True,24.0,,18382.0,,765.9166666666666,2799.0,,,,,156.0,,2.0,,20.0,,0.8333333333333334,,
MAGNETIC INHIBITION OF CONVECTION AND THE FUNDAMENTAL PROPERTIES OF LOW-MASS STARS. I. STARS WITH A RADIATIVE CORE,1309.0033,astro-ph.SR,2,2,2013-11-17 18:03:16+00:00,78 days 20:26:58,True,True,25.0,1.0,19175.0,793.0,767.0,2800.0,187.0,214.0,0.0767583006069261,0.0671428571428571,148.0,-8.0,2.0,0.0,24.0,4.0,0.96,False,False
Under consideration for publication in J. Fluid Mech,1309.0524,physics.flu-dyn nlin.CD physics.data-an,1,2,2013-09-02 20:10:39+00:00,,True,True,34.0,,10874.0,,319.8235294117647,2079.0,,,,,56.0,,7.0,,19.0,,0.5588235294117647,,
Under consideration for publication in J. Fluid Mech,1309.0524,physics.flu-dyn nlin.CD physics.data-an,2,2,2014-06-23 11:12:21+00:00,293 days 15:01:42,True,True,48.0,14.0,16548.0,5674.0,344.75,2609.0,83.0,521.0,0.2,0.0403846153846153,82.0,26.0,7.0,0.0,26.0,7.0,0.5416666666666666,False,False
"A ""q-DEFORMED"" GENERALIZATION OF THE HOSSZ Ú-GLUSKIN THEOREM",1309.1134,math.RA math-ph math.GR math.MP math.QA,1,4,2013-09-04 18:50:19+00:00,,True,True,18.0,,5195.0,,288.6111111111111,1015.0,,,,,55.0,,1.0,,11.0,,0.6111111111111112,,
"A ""q-DEFORMED"" GENERALIZATION OF THE HOSSZ Ú-GLUSKIN THEOREM",1309.1134,math.RA math-ph math.GR math.MP math.QA,2,4,2013-10-02 17:59:05+00:00,27 days 23:08:46,True,True,18.0,0.0,5148.0,-47.0,286.0,1008.0,21.0,22.0,0.0227948463825569,0.0216535433070866,55.0,0.0,1.0,0.0,14.0,3.0,0.7777777777777778,False,True
"A ""q-DEFORMED"" GENERALIZATION OF THE HOSSZ Ú-GLUSKIN THEOREM",1309.1134,math.RA math-ph math.GR math.MP math.QA,3,4,2014-06-08 13:32:09+00:00,248 days 19:33:04,True,True,18.0,0.0,5143.0,-5.0,285.72222222222223,1009.0,6.0,2.0,0.0029702970297029,0.0069375619425173,54.0,-1.0,1.0,0.0,13.0,-1.0,0.7222222222222222,False,False
"A ""q-DEFORMED"" GENERALIZATION OF THE HOSSZ Ú-GLUSKIN THEOREM",1309.1134,math.RA math-ph math.GR math.MP math.QA,4,4,2014-09-08 08:33:56+00:00,91 days 19:01:47,True,True,18.0,0.0,5191.0,48.0,288.3888888888889,1037.0,0.0,30.0,0.0298651252408477,0.0009900990099009,55.0,1.0,1.0,0.0,13.0,0.0,0.7222222222222222,False,True
